Name;Country;lat;lon;Description
Adamson-Eric Museum; Estonia;59.4363023;24.7417538;Museum
KUMU Art Museum; Estonia;59.4365904;24.754684;Museum
Museum of Estonian Architecture; Estonia;59.4403582;24.7562515;Museum
Ilons Wonderland; Estonia;59.441593;24.750104;Museum
Västerås; Sweden;59.6110992;16.5463679;Monument or Site
Västerås konstmuseum; Sweden;59.630135;16.550459;Monument or Site
Satun National Museum; Thailand;6.6175651;100.0661803;Museum
Skansen; Sweden;60.0102498;15.7868385;Museum
Länsmuseet Gävleborg; Sweden;60.6737916;17.150237150002113;Monument or Site
Gävle; Sweden;60.6750132;17.1467019;Monument or Site
Skellefteå Museum; Sweden;64.7488934;20.9409238;Monument or Site
Skellefteå; Sweden;64.7520185;20.959339;Monument or Site
Holy Cross of Davao College Museum; Philippines;7.133993;125.690528;Museum
National Museum of Korea (14 locations); Rep. of Korea;7.29334945;80.6421412097081;Museum
Thalang National Museum; Thailand;7.9809271;98.3669399;Museum
Nakhon Si Thammarat Chaiya National Museum; Thailand;8.436241;99.964895;Museum
Jose Rizal Shrine Dapitan Park and museum; Philippines;8.6674439;123.41728;Museum

